转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_interface2_event_chn_event_2016_160616_dnf_time.NPK,八周年在线活动图
sprite_interface2_event_chn_event_2016_160616_onday.NPK,八周年登陆畅想大礼活动图
sprite_interface2_event_chn_event_2016_attendanceevent.NPK,女鬼剑奔跑
sprite_interface2_event_chn_event_2016_hellpartyevent.NPK,组队刷深渊活动图
sprite_interface2_event_chn_event_2016_sparklaundry.NPK,超强去污活动
sprite_interface2_event_event_2016_nobless.NPK,七夜小姐的剿灭盗贼行动
sprite_interface2_event_event_2016_nobless_npc.NPK,npc七夜
sprite_interface2_ui_event_2016_aprilday.NPK,粉色少女活动图
sprite_map_event_20160630_chn_dungeon_and_foodfighter.NPK,肉肉树
sprite_map_event_chn_160728_raven_bridge.NPK,赛丽亚房间新增贴图
sprite_map_event_chn_zombie_dungeon_tile.NPK,阿拉德郊外·莫罗博士的实验室
sprite_interface2_raid_anton_reward.NPK,暴走安徒恩,翻牌界面
sprite_creature_idolbebe.NPK,女儿模型（宠物）
sprite_interface2_event_adventurermaker.NPK,养女儿·插图
sprite_map_event_adventurermaker_minigame.NPK,养女儿·捉鱼游戏界面
sprite_monster_event_adventurermaker.NPK,养女儿·捉鱼游戏的鱼
sprite_map_event_adventurermaker_town.NPK,养女儿·小窝
sprite_interface2_event_chn_event_2016_160421_special_sunday.npk,新·惊喜星期天上线三重礼
sprite_interface2_event_slotmachine.npk,韩服某活动
sprite_map_npc_chn_rich_dungeon.npk,壕罐
sprite_interface2_maxdamage,一排9
sprite_map_town_underfoot_winter,圣诞节·暗黑城（需要T4转T2工具）
sprite_monster_event_chn_knight,国庆节副本·骑士活动的怪物（需要T4转T2工具）
sprite_map_event_chn_knight,国庆节副本·骑士活动的地图（需要T4转T2工具）
sprite_monster_warriors,艾肯-怪物
sprite_map_warriors,艾肯-地图，背景，地块
sprite_worldmap_selectdungeonslot_chn_knight.NPK,亚瑟王国庆节副本选择
sprite_map_event_chn_knight_last.NPK,卡姆兰之役副本（圣城卡美洛）
sprite_map_agitwar.NPK,工会战
sprite_monster_agitwar.NPK,工会战敌人npc
sprite_worldmap_selectdungeonslot_chn_proga.NPK,活动地下城选择,
sprite_interface2_event_chn_event_2017_request_of_illusion.NPK,宝石融合,
sprite_worldmap_chn_proga.NPK,切换地图时候的画面（17猎龙过图）
sprite_map_npc_chn_proga_illusion.NPK,猎龙npc
sprite_map_npc_chn_proga.NPK,猎龙npc2
sprite_map_event_chn_proga_town.NPK,猎龙城镇（营地）
sprite_map_event_chn_proga_proga_tile.NPK,马蒂娅的要塞,
sprite_map_npc_chn_proga.NPK,卡修斯的封印,
sprite_monster_event_2017_newyear_casus_object.NPK,卡修斯的封印石,
sprite_monster_event_2017_newyear_proga_eff.NPK,特效,
sprite_monster_event_2017_newyear_casus.NPK,瑟拉多·卡修斯,
sprite_monster_event_2017_newyear_casus_petrify.NPK,卡修斯·阵亡
sprite_monster_event_2017_newyear_proga.NPK,塔赛欧·普罗伽
sprite_monster_event_2017_newyear_casus_effect_dropstone.NPK,塔赛欧·普罗伽的技能1
sprite_monster_event_2017_newyear_proga_object.NPK,塔赛欧·普罗伽的技能2
sprite_map_chn_detective_npc_unit.NPK,阿尔比恩npc
sprite_map_chn_detective.NPK,神秘都市阿尔比恩
sprite_map_chn_detective_square.NPK,阿尔比恩广场,
sprite_map_chn_detective_street.NPK,阿尔比恩街道,
sprite_map_chn_detective_towel_clock.NPK,城镇钟楼,
sprite_map_chn_detective_house.NPK,开膛手杰克的宅邸,
sprite_monster_event_chn_detective.NPK,阿尔比恩悬案杀手和怪物
sprite_monster_event_chn_detective_boss.NPK,开膛手杰克
sprite_interface2_event_20170427_detectivedungeon.NPK,阿尔比恩觉醒立绘
sprite_interface2_event_chn_event_2017_170427_detective_puzzle.NPK,阿尔比恩记事本
sprite_interface2_event_chn_event_2017_170427_detective.NPK,阿拉德侦探事务所
sprite_map_event_chn_pumpkin_express.NPK,万圣节南瓜列车
sprite_monster_q_grim_monster.NPK,哭泣之泪·赫尔德
sprite_monster_metrocenter_quest.NPK,暴力搜捕团成员·死去的团长
sprite_monster_event_chn_battleship_boss_summon.NPK,海妖
sprite_monster_event_chn_battleship_boss.NPK,巨大海妖
sprite_map_chn_battleship_mainbridge.NPK,精华号舰船（城镇）
sprite_map_chn_battleship_deck.NPK,精华号甲板（正常）
sprite_map_chn_battleship_boss_deck_boss_2.NPK,精华号甲板（海妖）
sprite_map_chn_battleship_boss_deck_boss_1.NPK,精华号甲板（海妖）
sprite_interface2_event_chn_event_2017_170921_battleship.NPK,活动界面
sprite_map_chn_battleship_npc.NPK,精华号·npc
sprite_monster_event_chn_battleship_boss_common_effect.npk,特效1
sprite_monster_event_chn_battleship_boss_attack_2_effect.npk,特效2
sprite_monster_event_chn_battleship_boss_groggy_effect.NPK,特效3
sprite_monster_event_chn_battleship.NPK,幽灵船怪物
sprite_monster_event_chn_battleship_drone.NPK,小飞
sprite_map_chn_battleship_mainbridge_boss.NPK,精华号舰船（海妖）
sprite_map_chn_battleship_port.NPK,迷雾港口
sprite_map_chn_battleship_cargo.NPK,舰船内部
sprite_map_chn_battleship_engine.NPK,舰船内部2an奇怪的港口
sprite_map_chn_battleship_ghost_boat.NPK,幽灵船
sprite_map_chn_battleship_inner.NPK,舰船内部3
sprite_map_chn_battleship.NPK,CG
sprite_interface2_event_chn_event_2017_170921_battleship_monster_machinegun.NPK,开炮任务
sprite_interface2_event_chn_event_2017_170907_sign_battleship.NPK,调查魔方
sprite_worldmap_gcontents_171116_dayofdungeon.NPK,周常过图
sprite_map_gcontents_171116_dayofdungeon.NPK,npc阿比斯和跨界门
sprite_map_gcontents_171116_dayofdungeon_title.NPK,标题-南部溪谷秘密祭坛,
sprite_interface2_gcontents_171116_dayofdungeon.NPK,入场图
sprite_monster_gcontents_171116_dayofdungeon.NPK,地狱三头犬，全金属机甲，暗精灵第一英雄
sprite_monster_gcontents_171116_dayofdungeon_insect.NPK,戮蛊
sprite_monster_gcontents_171116_dayofdungeon_tau_dungeon.NPK,新牛头怪乐园·怪物
sprite_interface2_event_chn_event_2016_160927_joustmatches.npk,马战界面·骑士选择
sprite_map_npc_event_160927_masang.npk,骑士币商人
sprite_interface2_event_chn_event_2017_171102_dating_simulation_special_ending_scene.npk,梦幻次元完成CG
sprite_interface2_event_chn_event_2017_171102_dating_simulation_loding_scene.NPK,梦幻次元进图CG和游戏前CG
sprite_creature_171102_dating_simulation_catherine.NPK,凯瑟琳宠物
sprite_creature_171102_dating_simulation_eirin.NPK,艾琳宠物
sprite_creature_171102_dating_simulation_elisabeth.NPK,伊扎贝拉宠物
sprite_creature_171102_dating_simulation_hero.NPK,主角宠物
sprite_creature_171102_dating_simulation_lewis.NPK,路易斯宠物
sprite_interface2_event_chn_event_2017_171102_dating_simulation_ui,奇遇记界面
sprite_interface2_event_chn_event_2017_171102_dating_simulation_minigame_heartcatch.NPK,扑通扑通接爱心
sprite_interface2_event_chn_event_2017_171102_dating_simulation_minigame_love_arrows.NPK,心跳·爱之箭
sprite_interface2_event_chn_event_2017_171102_dating_simulation_minigame_ui.NPK,心跳·爱之箭界面
sprite_interface2_event_chn_event_2017_171102_dating_simulation_skillcut_scene.NPK,梦幻次元觉醒立绘
sprite_map_npc_171102_dating_simulation.NPK,梦幻次元npc（那个门）
sprite_map_gcontents_180201_wfdungeon_npc.NPK,城镇npc
sprite_map_gcontents_180201_wfdungeon_town.NPK,兽人王国-城镇
sprite_map_gcontents_180201_wfdungeon_dungeon.NPK,兽人王国-副本
sprite_monster_gcontents_180201_wildforest_poison_self_destruct.NPK,
sprite_monster_gcontents_180201_wildforest_boss_fusion_hardmode_spider.NPK,兽人王国boss-使魔
sprite_monster_gcontents_180201_wildforest_boss_fusion_hardmode_witch.NPK,兽人王国boss
sprite_monster_gcontents_180201_wildforest_boss_witch.NPK,兽人王国boss
sprite_monster_gcontents_180201_wildforest_boss_coccon.NPK,兽人王国boss
sprite_monster_gcontents_180201_wildforest_boss_spider.NPK,兽人王国boss
sprite_monster_gcontents_180201_wildforest_boss_fusion_hardmode_effect.NPK,兽人王国boss
sprite_worldmap_gcontents_180201_wildforest.NPK,兽人王国副本选择背景，副本图片，净化率
sprite_interface2_event_chn_event_2018_180405_laborday_puzzle.NPK,黑亚特的通缉令
sprite_map_event_univ_2017_western_hilltown.NPK,西部活动城镇-希尔镇
sprite_map_npc_dfo_2017.NPK,希尔镇·NPC
sprite_interface2_event_dfo_2017_1121_rodeo.NPK,狂野寻牛节小游戏
sprite_interface2_event_dfo_2017_1121_bangbangbang.NPK,荒野枪王小游戏
sprite_map_event_univ_2017_western.NPK,西部活动副本图片
sprite_map_westerndungeon.NPK,热血街区·副本
sprite_monster_westerndungeon.NPK,热血街区怪物，炸弹狂魔，沙影贝利特，黑亚特。
sprite_monster_westerndungeon_eff.NPK,贝利特技能特效
sprite_map_event_univ_2017_western_toarden.NPK,马车押运战·副本
sprite_monster_event_dfo_171121_western.NPK,马车押运战马车，男女枪和骑马的贝利特
sprite_map_event_univ_2017_western_trainchase_chase.NPK列车追击战·背景
sprite_map_event_univ_2017_western_trainchase_interior.NPK,列车追击战·列车房间
sprite_map_event_univ_2017_western_trainchase_roof.NPK,列车追击战·车顶
sprite_map_westerndungeon_trainchase.NPK,列车追击战-领主房间
sprite_monster_westerndungeon_boss_wyatt_dual.NPK,列车追击战-贝利特和黑亚特对枪动画
sprite_monster_westerndungeon_boss_wyatt_wipeout.NPK,黑亚特技能特效
sprite_monster_darkelftemple_ancientguardianbeem.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardianfire.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardiangamma.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardiankalm.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardianlamda.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardiannature.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardianpoison.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ancientguardianstorm.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_frogdile.NPK,暗精灵遗迹-青蛙（蛤蟆）
sprite_monster_darkelf.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_ginu.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_grarve_swordman.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_grave_warrior.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_grave_wraith.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_attack1.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_attack3.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_attack4.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_attack5.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_damage.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_move.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_groop_effect_stay.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_mangs.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_mudknight.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_onduraver.NPK,暗精灵遗迹怪物
sprite_monster_darkelftemple_piranhia.NPK,暗精灵遗迹怪物
sprite_map_town_evildom_centralpark.NPK,魔界城镇·中央公园
sprite_map_town_evildom_metrocenter.NPK,魔界城镇·魔界驻地
sprite_map_town_evildom_metrocenter_canyon.NPK,兽人峡谷·背景·地块
sprite_map_town_evildom_metrocenter_gust.NPK,石锋地带·地块
sprite_map_town_evildom_metrocenter_hideout.NPK,恐怖之隐身处·背景·地块
sprite_map_town_evildom_metrocenter_time.NPK,魔界营地
sprite_map_infernomode.NPK,时间裂缝·巴利尔区域
sprite_monster_metrocenter_time_plaza_driller_rider.NPK,机械钻机骑士
sprite_monster_metrocenter_time_plaza_elda.NPK,大女儿艾尔塔
sprite_monster_metrocenter_time_plaza_gakcle_bigarm.NPK,武装石骨兽
sprite_monster_metrocenter_time_plaza_gakcle_collecter.NPK,石骨兽收藏家
sprite_monster_metrocenter_time_plaza_gakcle_hammerer.NPK,重锤石骨兽
sprite_monster_metrocenter_time_plaza_gakcle_sawer.NPK,电锯石骨兽
sprite_monster_metrocenter_time_plaza_gakcle_sparker.NPK,电焊石骨兽
sprite_monster_metrocenter_time_plaza_lukebot_rider.NPK,仿卢克机器人骑士
sprite_monster_metrocenter_time_plaza_lukefollower.NPK,卢克的追随者
sprite_monster_metrocenter_time_plaza_lukefollower_appendage.NPK,卢克的追随者特效
sprite_monster_metrocenter_time_plaza_lukefollower_explosionfruit.NPK,卢克的追随者特效
sprite_monster_metrocenter_time_plaza_norn.NPK,诺伦
sprite_monster_metrocenter_time_plaza_nornir.NPK,超越之诺尔妮
sprite_monster_metrocenter_time_plaza_skuldy.NPK,斯库尔蒂
sprite_monster_metrocenter_time_plaza_skuldy_meteo.NPK,斯库尔蒂特效
sprite_monster_metrocenter_time_plaza_spider_rider.NPK,机械蜘蛛骑士
sprite_monster_metrocenter_time_plaza_verdir.NPK,贝拉迪尔
sprite_monster_metrocenter_canyon_of_beast.NPK,兽人峡谷所有怪物an格拉古尔
sprite_monster_metrocenter_canyon_of_beast_emoticon.NPK,兽人峡谷特效
sprite_monster_metrocenter_hideout_of_fear.NPK,伯爵
sprite_monster_metrocenter_hideout_of_fear_domina.NPK,多米娜·海伊莉（海伊莉姐姐）
sprite_monster_metrocenter_hideout_of_fear_yajop_re.NPK,恐怖的栖息地怪物
sprite_monster_metrocenter_gust_zone.NPK,苏尔法娜
sprite_monster_metrocenter_gust_zone_ant_hell.NPK,灵魂蚁
sprite_monster_metrocenter_gust_zone_gaurda.NPK,各种哥鲁达
sprite_monster_metrocenter_gust_zone_gaurda_baby.NPK,哥鲁达幼崽
sprite_monster_metrocenter_gust_zone_gaurda_lyder.NPK,哥鲁达骑士
sprite_monster_metrocenter_gust_zone_pa_garu.NPK,精英怪（血色列车特殊图专用）
sprite_monster_metrocenter_gust_zone_send_gakul.NPK,沙漠石骨兽
sprite_monster_metrocenter_gust_zone_send_zombiy.NPK,沙漠僵尸
sprite_monster_metrocenter_gust_zone_smoll_bagru.NPK,小型巴古拉
sprite_monster_metrocenter_gust_zone_su_garu.NPK,修嘉璐
sprite_monster_metrocenter_forest_of_redwitch.NPK,敌人，红色魔女，蓝色魔女
sprite_monster_metrocenter_forest_of_redwitch_circle.NPK,特效1
sprite_monster_metrocenter_forest_of_redwitch_circle.NPK,特效2
sprite_monster_metrocenter_forest_of_redwitch_denkas.NPK,丁卡斯
sprite_monster_metrocenter_forest_of_redwitch_flore.NPK,电光鳗
sprite_monster_metrocenter_forest_of_redwitch_flower.NPK,花瓣特效
sprite_monster_metrocenter_forest_of_redwitch_ice.NPK,极冰盛宴,
sprite_monster_metrocenter_forest_of_redwitch_mindle.NPK,蒲公英特效
sprite_monster_metrocenter_forest_of_redwitch_wood.NPK,特效1
sprite_monster_metrocenter_hell.NPK,魔界裂缝大部分怪物
sprite_monster_metrocenter_hell_iron.NPK,破坏者钢铁杰克的特效
sprite_monster_metrocenter_hell_white_bariel.NPK,极刑者丘利尔
sprite_monster_metrocenter_hell_bariel_effect.NPK,极刑者丘利尔技能
sprite_monster_metrocenter_hell_ellic_effect.NPK,极刑者丘利尔技能1
sprite_monster_luke_raid_luke.npk,卢克
sprite_monster_luke_raid_normal_light_knight.NPK,光之护卫
sprite_monster_luke_raid_normal_machinedog.NPK,枪狗
sprite_monster_luke_raid_normal_machinedog.NPK,机器人
sprite_monster_luke_raid_normal_machineturtle.NPK,灯乌龟
sprite_monster_luke_raid_normal_sparkbomb.NPK,电焊机器人
sprite_monster_luke_raid_normal_spidermurder.NPK,蜘蛛机器人
sprite_monster_luke_raid_normal_t5000.NPK,T5000
sprite_monster_luke_raid_quattuormanus.NPK,库尔图洛·玛努斯Mark-II
sprite_monster_luke_raid_quattuormanus_chargeball.NPK,特效1
sprite_monster_luke_raid_quattuormanus_charger.NPK,特效2
sprite_monster_luke_raid_quattuormanus_lightarrow.NPK,特效3
sprite_monster_luke_raid_red_clown.NPK,红色小丑
sprite_monster_luke_raid_red_clown_balloon.NPK,特效1
sprite_monster_luke_raid_red_clown_mini_bomb.NPK,特效2
sprite_monster_luke_raid_red_clown_motion.NPK,特效3
sprite_monster_luke_raid_rinje_lukebot.NPK,仿卢克机器人
sprite_monster_luke_raid_rosaura.NPK,占星师罗赛洛
sprite_monster_luke_raid_rosaura_energyball.NPK,特效1
sprite_monster_luke_raid_rosaura_gravity.NPK,特效2
sprite_monster_luke_raid_rosaura_prophecy.NPK,特效3
sprite_monster_luke_raid_rosaura_push.NPK,特效4
sprite_monster_luke_raid_rosaura_roulette.NPK,特效5
sprite_monster_luke_raid_rosaura_roulettefire.NPK,特效6
sprite_monster_luke_raid_rosaura_rouletteice.NPK,特效7
sprite_monster_luke_raid_sneijder.NPK,净化之施内德
sprite_monster_luke_raid_metalgear.NPK,特效1
sprite_monster_luke_raid_metalgear_bullet1.NPK,特效2
sprite_monster_luke_raid_metalgear_bullet2.NPK,特效3
sprite_monster_luke_raid_mistral.NPK,特效4
sprite_monster_luke_raid_nightmare_nerbe.NPK,噩梦之内尔贝
sprite_monster_luke_raid_nightmare_nerbe_etc_die_ball.NPK,特效1
sprite_monster_luke_raid_nightmare_nerbe_fariy_last.NPK,特效2
sprite_monster_luke_raid_normal_blacklightbomb.NPK,蓝灯泡
sprite_monster_luke_raid_normal_blueswings.NPK,仿卢克机器人
sprite_monster_luke_raid_normal_dark_archer.NPK,暗之弓手
sprite_monster_luke_raid_normal_dark_knight.NPK,暗之护卫
sprite_monster_luke_raid_normal_hercul.NPK,铲车
sprite_monster_luke_raid_normal_light_archer.NPK,光之弓手
sprite_monster_luke_raid_normal_lightbomb.NPK,红灯泡
sprite_monster_luke_raid_anubis.NPK,暗之偶像阿努比斯
sprite_monster_luke_raid_aslan_oblivion.NPK,遗忘者阿斯兰
sprite_monster_luke_raid_bale.NPK,憎恨之贝伊尔
sprite_monster_luke_raid_bale_attack2.NPK,特效1
sprite_monster_luke_raid_bale_body_effect.NPK,特效2
sprite_monster_luke_raid_bale_horror.NPK,特效3
sprite_monster_luke_raid_bale_kal.NPK,特效4
sprite_monster_luke_raid_beara.NPK,魔剑贝亚罗
sprite_monster_luke_raid_buffon.NPK,痛苦的布冯
sprite_monster_luke_raid_calvary.NPK,铁腕公主卡巴莉
sprite_monster_luke_raid_golgotha.NPK,特效1
sprite_monster_luke_raid_haboob.NPK,崩溃的哈布
sprite_monster_luke_raid_haboob_boom.NPK,特效1
sprite_map_legend_ekern_warriors_tile.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_warriors_system.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_warriors_obj.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_warriors.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_duel_tile.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_duel_system.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_duel_obj.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_duel_effect.NPK,艾肯-副本的置物背景地块
sprite_map_legend_ekern_duel.NPKK,艾肯-副本的置物背景地块
sprite_monster_legend_ekern_warriors_sacscha.NPK,慈悲的莎夏
sprite_monster_legend_ekern_warriors_normal.NPK,艾肯-怪物
sprite_monster_legend_ekern_warriors_mop_toogi.NPK,斗气
sprite_monster_legend_ekern_warriors_momsa.NPK,斗圣特效
sprite_monster_legend_ekern_warriors_karunya.NPK,破坏的卡卢纳
sprite_monster_legend_ekern_warriors_initia.NPK,战争发动者伊尼夏
sprite_monster_legend_ekern_warriors_drazan.NPK,鬼王德拉赞
sprite_monster_legend_ekern_warriors_borja.NPK,重生者博亚
sprite_monster_legend_ekern_warriors_barragan.NPK,地狱火巴拉干
sprite_monster_legend_ekern_warriors_astanzya.NPK,刽子手阿拉坦扎
sprite_monster_legend_ekern_toogi.NPK,斗气（2）
sprite_monster_legend_ekern_duel_yaka.NPK,艾肯试炼-利角收藏家娅卡
sprite_monster_legend_ekern_duel_sini_passive.NPK,艾肯试炼-地震之希逆特效
sprite_monster_legend_ekern_duel_sini_effect.NPK,艾肯试炼-地震之希逆特效
sprite_monster_legend_ekern_duel_sini.NPK,艾肯试炼-地震之希逆（领主）
sprite_monster_legend_ekern_duel_shahlahk.NPK,艾肯试炼-孤独的夏拉克
sprite_monster_legend_ekern_duel_oscha.NPK,艾肯试炼-残忍的奥沙
sprite_monster_legend_ekern_duel_karizyan_effects.NPK,艾肯试炼-怪物特效
sprite_monster_legend_ekern_duel_karizyan.NPK,艾肯试炼-疯狂的卡利赞
sprite_monster_dayofdungeon.NPK,异次元遗迹领主
sprite_map_pathgate_event_lost_land.NPK,门前的光和地板上的光
sprite_map_town_02_seria_gate.NPK,赛丽亚房间-传送门
sprite_map_town_01_seria_room_gate.NPK,赛丽亚房间-传送门
sprite_map_town_01_seria_room.NPK,起源-赛丽亚房间
sprite_map_town_12_moonlight_bar_tile.NPK,月光酒馆-起源版
sprite_map_town_12_moonlight_bar_object.NPK,月光酒馆-起源版
sprite_map_town_12_moonlight_bar_background.NPK,月光酒馆-起源版
sprite_map_town_12_moonlight_bar_pathgate.NPK,绿都-起源版
sprite_map_town_11_mirror_arad_silvercrown_tile.NPK,圣树银之冠（银色村庄）-起源版
sprite_map_town_11_mirror_arad_silvercrown_object.NPK,圣树银之冠（银色村庄）-起源版
sprite_map_town_11_mirror_arad_silvercrown_gate.NPK,圣树银之冠（银色村庄）-起源版
sprite_map_town_11_mirror_arad_silvercrown_background.NPK,圣树银之冠（银色村庄）-起源版
sprite_map_town_11_mirror_arad_shelterofnorth_tile.NPK,北方避难所-起源版
sprite_map_town_11_mirror_arad_shelterofnorth_pathgate.NPK,北方避难所-起源版
sprite_map_town_11_mirror_arad_shelterofnorth_object.NPK,北方避难所-起源版
sprite_map_town_11_mirror_arad_shelterofnorth_background.NPK,北方避难所-起源版
sprite_map_town_11_mirror_arad_sewer_tile.NPK,赫顿玛尔下水道（赫顿玛尔废墟）-起源版
sprite_map_town_11_mirror_arad_sewer_object.NPK,赫顿玛尔下水道（赫顿玛尔废墟）-起源版
sprite_map_town_11_mirror_arad_sewer_gate.NPK,赫顿玛尔下水道（赫顿玛尔废墟）-起源版
sprite_map_town_11_mirror_arad_behemoth_tile.NPK,天帷巨兽-起源版
sprite_map_town_11_mirror_arad_behemoth.NPK,天帷巨兽-起源版
sprite_map_town_10_death_valley_tile.NPK,某中转山谷
sprite_map_town_10_death_valley_pathgate.NPK,某中转山谷
sprite_map_town_10_death_valley_object.NPK,某中转山谷
sprite_map_town_09_storm_pass_bwangga_tent.NPK,斯顿雪域-起源版
sprite_map_town_09_storm_pass.NPK,斯顿雪域-起源版
sprite_map_town_08_underfoot_tile.NPK,暗黑城-起源版
sprite_map_town_08_underfoot_object.NPK,暗黑城-起源版
sprite_map_town_08_underfoot_background.NPK,暗黑城-起源版
sprite_map_town_07_alflaylah_post_tile.NPK,阿法利亚营地-起源版
sprite_map_town_07_alflaylah_post_pathgate.NPK,阿法利亚营地-起源版
sprite_map_town_07_alflaylah_post_object.NPK,阿法利亚营地-起源版
sprite_map_town_07_alflaylah_post_background.NPK,阿法利亚营地-起源版
sprite_map_town_06_west_coast_tile.NPK,西海岸-起源版
sprite_map_town_06_west_coast_object.NPK,西海岸-起源版
sprite_map_town_06_west_coast_background.NPK,西海岸-起源版
sprite_map_town_06_west_coast_magician_guild.NPK,西海岸-魔法师工会
sprite_map_town_05_hendonmyre_tile.NPK,赫顿玛尔-起源版
sprite_map_town_05_hendonmyre_object.NPK,赫顿玛尔-起源版
sprite_map_town_05_hendonmyre_background.NPK,赫顿玛尔-起源版
sprite_map_town_04_elvengard_tile.NPK,艾尔文防线-起源版
sprite_map_town_04_elvengard_pathgate.NPK,艾尔文防线-起源版
sprite_map_town_04_elvengard_object.NPK,艾尔文防线-起源版
sprite_map_town_04_elvengard_background.NPK,艾尔文防线-起源版
sprite_map_lufthafen_waiting_room.NPK,鲁夫特悬空海港-起源版
sprite_map_gent_gent_dock.NPK,神之都根特-起源版
sprite_map_town_03_middle_area_storm-death.NPK,斯顿雪域至亡者峡谷中转站
sprite_map_town_03_middle_area_hendon-alf.NPK,赫顿玛尔至阿法利亚中转站
sprite_map_town_03_middle_area_elven-hendon.NPK,艾尔文防线至赫顿玛尔中转站
sprite_map_town_03_middle_area_death-elven.NPK,亡者峡谷至艾尔文防线中转站
sprite_map_town_03_middle_area_alf-underfoot.NPK,阿法利亚至暗黑城中转站
sprite_monster_goblin_renewal.NPK,起源-哥布林
sprite_monster_cataclysm_snow_mountain_skasa.NPK,起源-冰龙斯卡萨
sprite_monster_cataclysm_northmyre.NPK,魔女阿嘉璐和艾泽拉洛伊
sprite_monster_cataclysm_granflores.NPK,盗尸者骨狱息，赛丽亚
sprite_monster_cataclysm_gentstruggle_stormtank.NPK,根特副本-坦克
sprite_monster_cataclysm_gentstruggle_silkhat.NPK,某眼睛
sprite_monster_cataclysm_gentstruggle_giselle_electrode.NPK,吉赛尔-特效
sprite_monster_cataclysm_gentstruggle_giselle.NPK,吉赛尔-置物（鬼知道置物为什么放怪物文件里）
sprite_monster_cataclysm_firstawakening_bhan.NPK,巴恩
sprite_monster_cataclysm_act13_iris_darkenergy.NPK,暗能量
sprite_monster_cataclysm.NPK,boss提示
sprite_interface2_specialdungeon_legenddungeon.NPK,艾肯boss提示
sprite_map_cataclysm_gentstruggle_puzzle.NPK,某硬币
sprite_map_town.NPK,小镇-图标
sprite_map_cataclysm_act15.NPK,杯子
sprite_map_cataclysm_lufthafen.NPK,天界-小细节（例如列车上海贼绑架的船员）
sprite_map_pathgate_cataclysm_suzhouforest.NPK,某森林
sprite_map_pathgate_cataclysm_lorien_inside.NPK,洛兰副本门
sprite_map_pathgate_cataclysm_granflores_06_dark_thunderland.NPK,格兰之森
sprite_map_pathgate_cataclysm_granflores_05_grakqarak.NPK,格兰之森
sprite_map_pathgate_cataclysm_granflores_04_frost_mirkwood.NPK,格兰之森
sprite_map_pathgate_cataclysm_granflores_03_poison_thunderland.NPK,格兰之森
sprite_map_pathgate_cataclysm_granflores_02_thunderland.NPK,格兰之森
sprite_map_pathgate_cataclysm_granflores_01_mirkwood.NPK,格兰之森
sprite_map_pathgate_act1.NPK,格兰之森副本门
sprite_map_cataclysm_snow_mountain_snow_mountain_low_pathgate.NPK,白色废墟
sprite_map_cataclysm_snow_mountain_snow_mountain_low_object.NPK,白色废墟
sprite_map_cataclysm_snow_mountain_snow_mountain_low_background.NPK,白色废墟
sprite_map_cataclysm_snow_mountain_snow_mountain_high_pathgate.NPK,斯卡萨之巢
